meal_name,items,carbs,protein,calories,fats
Meal 8054,"Moong dal,Wheat chapatti(2),Milk (Cow),",97,34.8,629,12.3
Meal 8055,"Moong dal,Brown bread(2),Milk (Cow),",179,54.8,697,20.1
Meal 8056,"Moong dal,Paratha(2),Milk (Cow),",191,48.8,741,23.5
Meal 8057,"Moong dal,Wheat chapatti(3),Milk (Cow),",112,37.8,699,12.7
Meal 8058,"Moong dal,Brown bread(3),Milk (Cow),",235,67.8,801,24.4
Meal 8059,"Moong dal,Paratha(3),Milk (Cow),",253,58.8,867,29.5
Meal 8060,"Moong dal,Milk (Cow),",67,28.8,489,11.5
Meal 8061,"Moong dal,Wheat chapatti(1),Milk (Buffalo),",82.6,32.9,609,14.3
Meal 8062,"Moong dal,Brown bread(1),Milk (Buffalo),",123.6,42.9,643,18.2
Meal 8063,"Moong dal,Paratha(1),Milk (Buffalo),",129.6,39.9,665,19.9
Meal 8064,"Moong dal,Wheat chapatti(2),Milk (Buffalo),",97.6,35.9,679,14.7
Meal 8065,"Moong dal,Brown bread(2),Milk (Buffalo),",179.6,55.9,747,22.5
Meal 8066,"Moong dal,Paratha(2),Milk (Buffalo),",191.6,49.9,791,25.9
Meal 8067,"Moong dal,Wheat chapatti(3),Milk (Buffalo),",112.6,38.9,749,15.1
Meal 8068,"Moong dal,Brown bread(3),Milk (Buffalo),",235.6,68.9,851,26.8
Meal 8069,"Moong dal,Paratha(3),Milk (Buffalo),",253.6,59.9,917,31.9
Meal 8070,"Moong dal,Milk (Buffalo),",67.6,29.9,539,13.9
Meal 8071,"Moong dal,Wheat chapatti(1),Yogurt,",80.6,31.7,552,11.8
Meal 8072,"Moong dal,Brown bread(1),Yogurt,",121.6,41.7,586,15.7
Meal 8073,"Moong dal,Paratha(1),Yogurt,",127.6,38.7,608,17.4
Meal 8074,"Moong dal,Wheat chapatti(2),Yogurt,",95.6,34.7,622,12.2
Meal 8075,"Moong dal,Brown bread(2),Yogurt,",177.6,54.7,690,20
Meal 8076,"Moong dal,Paratha(2),Yogurt,",189.6,48.7,734,23.4
Meal 8077,"Moong dal,Wheat chapatti(3),Yogurt,",110.6,37.7,692,12.6
Meal 8078,"Moong dal,Brown bread(3),Yogurt,",233.6,67.7,794,24.3
Meal 8079,"Moong dal,Paratha(3),Yogurt,",251.6,58.7,860,29.4
Meal 8080,"Moong dal,Yogurt,",65.6,28.7,482,11.4
Meal 8081,"Moong dal,Wheat chapatti(1),Buttermilk,",78.1,29.4,507,8.9
Meal 8082,"Moong dal,Brown bread(1),Buttermilk,",119.1,39.4,541,12.8
Meal 8083,"Moong dal,Paratha(1),Buttermilk,",125.1,36.4,563,14.5
Meal 8084,"Moong dal,Wheat chapatti(2),Buttermilk,",93.1,32.4,577,9.3
Meal 8085,"Moong dal,Brown bread(2),Buttermilk,",175.1,52.4,645,17.1
Meal 8086,"Moong dal,Paratha(2),Buttermilk,",187.1,46.4,689,20.5
Meal 8087,"Moong dal,Wheat chapatti(3),Buttermilk,",108.1,35.4,647,9.7
Meal 8088,"Moong dal,Brown bread(3),Buttermilk,",231.1,65.4,749,21.4
Meal 8089,"Moong dal,Paratha(3),Buttermilk,",249.1,56.4,815,26.5
Meal 8090,"Moong dal,Buttermilk,",63.1,26.4,437,8.5
Meal 8091,"Moong dal,Wheat chapatti(1),Paneer (Cow’s milk),",78.8,46.9,757,28.6
Meal 8092,"Moong dal,Brown bread(1),Paneer (Cow’s milk),",119.8,56.9,791,32.5
Meal 8093,"Moong dal,Paratha(1),Paneer (Cow’s milk),",125.8,53.9,813,34.2
Meal 8094,"Moong dal,Wheat chapatti(2),Paneer (Cow’s milk),",93.8,49.9,827,29
Meal 8095,"Moong dal,Brown bread(2),Paneer (Cow’s milk),",175.8,69.9,895,36.8
Meal 8096,"Moong dal,Paratha(2),Paneer (Cow’s milk),",187.8,63.9,939,40.2
Meal 8097,"Moong dal,Wheat chapatti(3),Paneer (Cow’s milk),",108.8,52.9,897,29.4
Meal 8098,"Moong dal,Brown bread(3),Paneer (Cow’s milk),",231.8,82.9,999,41.1
Meal 8099,"Moong dal,Paratha(3),Paneer (Cow’s milk),",249.8,73.9,1065,46.2
Meal 8100,"Moong dal,Paneer (Cow’s milk),",63.8,43.9,687,28.2
Meal 8101,"Moong dal,Wheat chapatti(1),Paneer (Buffalo’s milk),",85.5,42,784,30.8
Meal 8102,"Moong dal,Brown bread(1),Paneer (Buffalo’s milk),",126.5,52,818,34.7
Meal 8103,"Moong dal,Paratha(1),Paneer (Buffalo’s milk),",132.5,49,840,36.4
Meal 8104,"Moong dal,Wheat chapatti(2),Paneer (Buffalo’s milk),",100.5,45,854,31.2
Meal 8105,"Moong dal,Brown bread(2),Paneer (Buffalo’s milk),",182.5,65,922,39
Meal 8106,"Moong dal,Paratha(2),Paneer (Buffalo’s milk),",194.5,59,966,42.4
Meal 8107,"Moong dal,Wheat chapatti(3),Paneer (Buffalo’s milk),",115.5,48,924,31.6
Meal 8108,"Moong dal,Brown bread(3),Paneer (Buffalo’s milk),",238.5,78,1026,43.3
Meal 8109,"Moong dal,Paratha(3),Paneer (Buffalo’s milk),",256.5,69,1092,48.4
Meal 8110,"Moong dal,Paneer (Buffalo’s milk),",70.5,39,714,30.4
Meal 8111,"Moong dal,Wheat chapatti(1),Lassi,",80.8,34.3,561,8.3
Meal 8112,"Moong dal,Brown bread(1),Lassi,",121.8,44.3,595,12.2
Meal 8113,"Moong dal,Paratha(1),Lassi,",127.8,41.3,617,13.9
Meal 8114,"Moong dal,Wheat chapatti(2),Lassi,",95.8,37.3,631,8.7
Meal 8115,"Moong dal,Brown bread(2),Lassi,",177.8,57.3,699,16.5
Meal 8116,"Moong dal,Paratha(2),Lassi,",189.8,51.3,743,19.9
Meal 8117,"Moong dal,Wheat chapatti(3),Lassi,",110.8,40.3,701,9.1
Meal 8118,"Moong dal,Brown bread(3),Lassi,",233.8,70.3,803,20.8
Meal 8119,"Moong dal,Paratha(3),Lassi,",251.8,61.3,869,25.9
Meal 8120,"Moong dal,Lassi,",65.8,31.3,491,7.9
Meal 8121,"Masoor dal,Boiled Rice,Wheat chapatti(1),Milk (Cow),",93.8,29,578,10.1
Meal 8122,"Masoor dal,Boiled Rice,Brown bread(1),Milk (Cow),",134.8,39,612,14
Meal 8123,"Masoor dal,Boiled Rice,Paratha(1),Milk (Cow),",140.8,36,634,15.7
Meal 8124,"Masoor dal,Boiled Rice,Wheat chapatti(2),Milk (Cow),",108.8,32,648,10.5
Meal 8125,"Masoor dal,Boiled Rice,Brown bread(2),Milk (Cow),",190.8,52,716,18.3
Meal 8126,"Masoor dal,Boiled Rice,Paratha(2),Milk (Cow),",202.8,46,760,21.7
Meal 8127,"Masoor dal,Boiled Rice,Wheat chapatti(3),Milk (Cow),",123.8,35,718,10.9
Meal 8128,"Masoor dal,Boiled Rice,Brown bread(3),Milk (Cow),",246.8,65,820,22.6
Meal 8129,"Masoor dal,Boiled Rice,Paratha(3),Milk (Cow),",264.8,56,886,27.7
Meal 8130,"Masoor dal,Boiled Rice,Milk (Cow),",78.8,26,508,9.7
Meal 8131,"Masoor dal,Boiled Rice,Wheat chapatti(1),Milk (Buffalo),",94.4,30.1,628,12.5
Meal 8132,"Masoor dal,Boiled Rice,Brown bread(1),Milk (Buffalo),",135.4,40.1,662,16.4
Meal 8133,"Masoor dal,Boiled Rice,Paratha(1),Milk (Buffalo),",141.4,37.1,684,18.1
Meal 8134,"Masoor dal,Boiled Rice,Wheat chapatti(2),Milk (Buffalo),",109.4,33.1,698,12.9
Meal 8135,"Masoor dal,Boiled Rice,Brown bread(2),Milk (Buffalo),",191.4,53.1,766,20.7
Meal 8136,"Masoor dal,Boiled Rice,Paratha(2),Milk (Buffalo),",203.4,47.1,810,24.1
Meal 8137,"Masoor dal,Boiled Rice,Wheat chapatti(3),Milk (Buffalo),",124.4,36.1,768,13.3
Meal 8138,"Masoor dal,Boiled Rice,Brown bread(3),Milk (Buffalo),",247.4,66.1,870,25
Meal 8139,"Masoor dal,Boiled Rice,Paratha(3),Milk (Buffalo),",265.4,57.1,936,30.1
Meal 8140,"Masoor dal,Boiled Rice,Milk (Buffalo),",79.4,27.1,558,12.1
Meal 8141,"Masoor dal,Boiled Rice,Wheat chapatti(1),Yogurt,",92.4,28.9,571,10
Meal 8142,"Masoor dal,Boiled Rice,Brown bread(1),Yogurt,",133.4,38.9,605,13.9
Meal 8143,"Masoor dal,Boiled Rice,Paratha(1),Yogurt,",139.4,35.9,627,15.6
Meal 8144,"Masoor dal,Boiled Rice,Wheat chapatti(2),Yogurt,",107.4,31.9,641,10.4
Meal 8145,"Masoor dal,Boiled Rice,Brown bread(2),Yogurt,",189.4,51.9,709,18.2
Meal 8146,"Masoor dal,Boiled Rice,Paratha(2),Yogurt,",201.4,45.9,753,21.6
Meal 8147,"Masoor dal,Boiled Rice,Wheat chapatti(3),Yogurt,",122.4,34.9,711,10.8
Meal 8148,"Masoor dal,Boiled Rice,Brown bread(3),Yogurt,",245.4,64.9,813,22.5
Meal 8149,"Masoor dal,Boiled Rice,Paratha(3),Yogurt,",263.4,55.9,879,27.6
Meal 8150,"Masoor dal,Boiled Rice,Yogurt,",77.4,25.9,501,9.6
Meal 8151,"Masoor dal,Boiled Rice,Wheat chapatti(1),Buttermilk,",89.9,26.6,526,7.1
Meal 8152,"Masoor dal,Boiled Rice,Brown bread(1),Buttermilk,",130.9,36.6,560,11
Meal 8153,"Masoor dal,Boiled Rice,Paratha(1),Buttermilk,",136.9,33.6,582,12.7
Meal 8154,"Masoor dal,Boiled Rice,Wheat chapatti(2),Buttermilk,",104.9,29.6,596,7.5
Meal 8155,"Masoor dal,Boiled Rice,Brown bread(2),Buttermilk,",186.9,49.6,664,15.3
Meal 8156,"Masoor dal,Boiled Rice,Paratha(2),Buttermilk,",198.9,43.6,708,18.7
Meal 8157,"Masoor dal,Boiled Rice,Wheat chapatti(3),Buttermilk,",119.9,32.6,666,7.9
Meal 8158,"Masoor dal,Boiled Rice,Brown bread(3),Buttermilk,",242.9,62.6,768,19.6
Meal 8159,"Masoor dal,Boiled Rice,Paratha(3),Buttermilk,",260.9,53.6,834,24.7
Meal 8160,"Masoor dal,Boiled Rice,Buttermilk,",74.9,23.6,456,6.7
Meal 8161,"Masoor dal,Boiled Rice,Wheat chapatti(1),Paneer (Cow’s milk),",90.6,44.1,776,26.8
Meal 8162,"Masoor dal,Boiled Rice,Brown bread(1),Paneer (Cow’s milk),",131.6,54.1,810,30.7
Meal 8163,"Masoor dal,Boiled Rice,Paratha(1),Paneer (Cow’s milk),",137.6,51.1,832,32.4
Meal 8164,"Masoor dal,Boiled Rice,Wheat chapatti(2),Paneer (Cow’s milk),",105.6,47.1,846,27.2
Meal 8165,"Masoor dal,Boiled Rice,Brown bread(2),Paneer (Cow’s milk),",187.6,67.1,914,35
Meal 8166,"Masoor dal,Boiled Rice,Paratha(2),Paneer (Cow’s milk),",199.6,61.1,958,38.4
Meal 8167,"Masoor dal,Boiled Rice,Wheat chapatti(3),Paneer (Cow’s milk),",120.6,50.1,916,27.6
Meal 8168,"Masoor dal,Boiled Rice,Brown bread(3),Paneer (Cow’s milk),",243.6,80.1,1018,39.3
Meal 8169,"Masoor dal,Boiled Rice,Paratha(3),Paneer (Cow’s milk),",261.6,71.1,1084,44.4
Meal 8170,"Masoor dal,Boiled Rice,Paneer (Cow’s milk),",75.6,41.1,706,26.4
Meal 8171,"Masoor dal,Boiled Rice,Wheat chapatti(1),Paneer (Buffalo’s milk),",97.3,39.2,803,29
Meal 8172,"Masoor dal,Boiled Rice,Brown bread(1),Paneer (Buffalo’s milk),",138.3,49.2,837,32.9
Meal 8173,"Masoor dal,Boiled Rice,Paratha(1),Paneer (Buffalo’s milk),",144.3,46.2,859,34.6
Meal 8174,"Masoor dal,Boiled Rice,Wheat chapatti(2),Paneer (Buffalo’s milk),",112.3,42.2,873,29.4
Meal 8175,"Masoor dal,Boiled Rice,Brown bread(2),Paneer (Buffalo’s milk),",194.3,62.2,941,37.2
Meal 8176,"Masoor dal,Boiled Rice,Paratha(2),Paneer (Buffalo’s milk),",206.3,56.2,985,40.6
Meal 8177,"Masoor dal,Boiled Rice,Wheat chapatti(3),Paneer (Buffalo’s milk),",127.3,45.2,943,29.8
Meal 8178,"Masoor dal,Boiled Rice,Brown bread(3),Paneer (Buffalo’s milk),",250.3,75.2,1045,41.5
Meal 8179,"Masoor dal,Boiled Rice,Paratha(3),Paneer (Buffalo’s milk),",268.3,66.2,1111,46.6
Meal 8180,"Masoor dal,Boiled Rice,Paneer (Buffalo’s milk),",82.3,36.2,733,28.6
Meal 8181,"Masoor dal,Boiled Rice,Wheat chapatti(1),Lassi,",92.6,31.5,580,6.5
Meal 8182,"Masoor dal,Boiled Rice,Brown bread(1),Lassi,",133.6,41.5,614,10.4
Meal 8183,"Masoor dal,Boiled Rice,Paratha(1),Lassi,",139.6,38.5,636,12.1
Meal 8184,"Masoor dal,Boiled Rice,Wheat chapatti(2),Lassi,",107.6,34.5,650,6.9
Meal 8185,"Masoor dal,Boiled Rice,Brown bread(2),Lassi,",189.6,54.5,718,14.7
Meal 8186,"Masoor dal,Boiled Rice,Paratha(2),Lassi,",201.6,48.5,762,18.1
Meal 8187,"Masoor dal,Boiled Rice,Wheat chapatti(3),Lassi,",122.6,37.5,720,7.3
Meal 8188,"Masoor dal,Boiled Rice,Brown bread(3),Lassi,",245.6,67.5,822,19
Meal 8189,"Masoor dal,Boiled Rice,Paratha(3),Lassi,",263.6,58.5,888,24.1
Meal 8190,"Masoor dal,Boiled Rice,Lassi,",77.6,28.5,510,6.1
Meal 8191,"Masoor dal,Pulao,Wheat chapatti(1),Milk (Cow),",87.8,30,586,13.3
Meal 8192,"Masoor dal,Pulao,Brown bread(1),Milk (Cow),",128.8,40,620,17.2
Meal 8193,"Masoor dal,Pulao,Paratha(1),Milk (Cow),",134.8,37,642,18.9
Meal 8194,"Masoor dal,Pulao,Wheat chapatti(2),Milk (Cow),",102.8,33,656,13.7
Meal 8195,"Masoor dal,Pulao,Brown bread(2),Milk (Cow),",184.8,53,724,21.5
Meal 8196,"Masoor dal,Pulao,Paratha(2),Milk (Cow),",196.8,47,768,24.9
Meal 8197,"Masoor dal,Pulao,Wheat chapatti(3),Milk (Cow),",117.8,36,726,14.1
Meal 8198,"Masoor dal,Pulao,Brown bread(3),Milk (Cow),",240.8,66,828,25.8
Meal 8199,"Masoor dal,Pulao,Paratha(3),Milk (Cow),",258.8,57,894,30.9
Meal 8200,"Masoor dal,Pulao,Milk (Cow),",72.8,27,516,12.9
Meal 8201,"Masoor dal,Pulao,Wheat chapatti(1),Milk (Buffalo),",88.4,31.1,636,15.7
Meal 8202,"Masoor dal,Pulao,Brown bread(1),Milk (Buffalo),",129.4,41.1,670,19.6
Meal 8203,"Masoor dal,Pulao,Paratha(1),Milk (Buffalo),",135.4,38.1,692,21.3
Meal 8204,"Masoor dal,Pulao,Wheat chapatti(2),Milk (Buffalo),",103.4,34.1,706,16.1
Meal 8205,"Masoor dal,Pulao,Brown bread(2),Milk (Buffalo),",185.4,54.1,774,23.9
Meal 8206,"Masoor dal,Pulao,Paratha(2),Milk (Buffalo),",197.4,48.1,818,27.3
Meal 8207,"Masoor dal,Pulao,Wheat chapatti(3),Milk (Buffalo),",118.4,37.1,776,16.5
Meal 8208,"Masoor dal,Pulao,Brown bread(3),Milk (Buffalo),",241.4,67.1,878,28.2
Meal 8209,"Masoor dal,Pulao,Paratha(3),Milk (Buffalo),",259.4,58.1,944,33.3
Meal 8210,"Masoor dal,Pulao,Milk (Buffalo),",73.4,28.1,566,15.3
Meal 8211,"Masoor dal,Pulao,Wheat chapatti(1),Yogurt,",86.4,29.9,579,13.2
Meal 8212,"Masoor dal,Pulao,Brown bread(1),Yogurt,",127.4,39.9,613,17.1
Meal 8213,"Masoor dal,Pulao,Paratha(1),Yogurt,",133.4,36.9,635,18.8
Meal 8214,"Masoor dal,Pulao,Wheat chapatti(2),Yogurt,",101.4,32.9,649,13.6
Meal 8215,"Masoor dal,Pulao,Brown bread(2),Yogurt,",183.4,52.9,717,21.4
Meal 8216,"Masoor dal,Pulao,Paratha(2),Yogurt,",195.4,46.9,761,24.8
Meal 8217,"Masoor dal,Pulao,Wheat chapatti(3),Yogurt,",116.4,35.9,719,14
Meal 8218,"Masoor dal,Pulao,Brown bread(3),Yogurt,",239.4,65.9,821,25.7
Meal 8219,"Masoor dal,Pulao,Paratha(3),Yogurt,",257.4,56.9,887,30.8
Meal 8220,"Masoor dal,Pulao,Yogurt,",71.4,26.9,509,12.8
Meal 8221,"Masoor dal,Pulao,Wheat chapatti(1),Buttermilk,",83.9,27.6,534,10.3
Meal 8222,"Masoor dal,Pulao,Brown bread(1),Buttermilk,",124.9,37.6,568,14.2
Meal 8223,"Masoor dal,Pulao,Paratha(1),Buttermilk,",130.9,34.6,590,15.9
Meal 8224,"Masoor dal,Pulao,Wheat chapatti(2),Buttermilk,",98.9,30.6,604,10.7
Meal 8225,"Masoor dal,Pulao,Brown bread(2),Buttermilk,",180.9,50.6,672,18.5
Meal 8226,"Masoor dal,Pulao,Paratha(2),Buttermilk,",192.9,44.6,716,21.9
Meal 8227,"Masoor dal,Pulao,Wheat chapatti(3),Buttermilk,",113.9,33.6,674,11.1
Meal 8228,"Masoor dal,Pulao,Brown bread(3),Buttermilk,",236.9,63.6,776,22.8
Meal 8229,"Masoor dal,Pulao,Paratha(3),Buttermilk,",254.9,54.6,842,27.9
Meal 8230,"Masoor dal,Pulao,Buttermilk,",68.9,24.6,464,9.9
Meal 8231,"Masoor dal,Pulao,Wheat chapatti(1),Paneer (Cow’s milk),",84.6,45.1,784,30
Meal 8232,"Masoor dal,Pulao,Brown bread(1),Paneer (Cow’s milk),",125.6,55.1,818,33.9
Meal 8233,"Masoor dal,Pulao,Paratha(1),Paneer (Cow’s milk),",131.6,52.1,840,35.6
Meal 8234,"Masoor dal,Pulao,Wheat chapatti(2),Paneer (Cow’s milk),",99.6,48.1,854,30.4
Meal 8235,"Masoor dal,Pulao,Brown bread(2),Paneer (Cow’s milk),",181.6,68.1,922,38.2
Meal 8236,"Masoor dal,Pulao,Paratha(2),Paneer (Cow’s milk),",193.6,62.1,966,41.6
Meal 8237,"Masoor dal,Pulao,Wheat chapatti(3),Paneer (Cow’s milk),",114.6,51.1,924,30.8
Meal 8238,"Masoor dal,Pulao,Brown bread(3),Paneer (Cow’s milk),",237.6,81.1,1026,42.5
Meal 8239,"Masoor dal,Pulao,Paratha(3),Paneer (Cow’s milk),",255.6,72.1,1092,47.6
Meal 8240,"Masoor dal,Pulao,Paneer (Cow’s milk),",69.6,42.1,714,29.6
Meal 8241,"Masoor dal,Pulao,Wheat chapatti(1),Paneer (Buffalo’s milk),",91.3,40.2,811,32.2
Meal 8242,"Masoor dal,Pulao,Brown bread(1),Paneer (Buffalo’s milk),",132.3,50.2,845,36.1
Meal 8243,"Masoor dal,Pulao,Paratha(1),Paneer (Buffalo’s milk),",138.3,47.2,867,37.8
Meal 8244,"Masoor dal,Pulao,Wheat chapatti(2),Paneer (Buffalo’s milk),",106.3,43.2,881,32.6
Meal 8245,"Masoor dal,Pulao,Brown bread(2),Paneer (Buffalo’s milk),",188.3,63.2,949,40.4
Meal 8246,"Masoor dal,Pulao,Paratha(2),Paneer (Buffalo’s milk),",200.3,57.2,993,43.8
Meal 8247,"Masoor dal,Pulao,Wheat chapatti(3),Paneer (Buffalo’s milk),",121.3,46.2,951,33
Meal 8248,"Masoor dal,Pulao,Brown bread(3),Paneer (Buffalo’s milk),",244.3,76.2,1053,44.7
Meal 8249,"Masoor dal,Pulao,Paratha(3),Paneer (Buffalo’s milk),",262.3,67.2,1119,49.8
Meal 8250,"Masoor dal,Pulao,Paneer (Buffalo’s milk),",76.3,37.2,741,31.8
Meal 8251,"Masoor dal,Pulao,Wheat chapatti(1),Lassi,",86.6,32.5,588,9.7
Meal 8252,"Masoor dal,Pulao,Brown bread(1),Lassi,",127.6,42.5,622,13.6
Meal 8253,"Masoor dal,Pulao,Paratha(1),Lassi,",133.6,39.5,644,15.3
Meal 8254,"Masoor dal,Pulao,Wheat chapatti(2),Lassi,",101.6,35.5,658,10.1
Meal 8255,"Masoor dal,Pulao,Brown bread(2),Lassi,",183.6,55.5,726,17.9
Meal 8256,"Masoor dal,Pulao,Paratha(2),Lassi,",195.6,49.5,770,21.3
Meal 8257,"Masoor dal,Pulao,Wheat chapatti(3),Lassi,",116.6,38.5,728,10.5
Meal 8258,"Masoor dal,Pulao,Brown bread(3),Lassi,",239.6,68.5,830,22.2
Meal 8259,"Masoor dal,Pulao,Paratha(3),Lassi,",257.6,59.5,896,27.3
Meal 8260,"Masoor dal,Pulao,Lassi,",71.6,29.5,518,9.3
Meal 8261,"Masoor dal,Khichadi,Wheat chapatti(1),Milk (Cow),",101.8,31.1,682,17.3
Meal 8262,"Masoor dal,Khichadi,Brown bread(1),Milk (Cow),",142.8,41.1,716,21.2
Meal 8263,"Masoor dal,Khichadi,Paratha(1),Milk (Cow),",148.8,38.1,738,22.9
Meal 8264,"Masoor dal,Khichadi,Wheat chapatti(2),Milk (Cow),",116.8,34.1,752,17.7
Meal 8265,"Masoor dal,Khichadi,Brown bread(2),Milk (Cow),",198.8,54.1,820,25.5
Meal 8266,"Masoor dal,Khichadi,Paratha(2),Milk (Cow),",210.8,48.1,864,28.9
Meal 8267,"Masoor dal,Khichadi,Wheat chapatti(3),Milk (Cow),",131.8,37.1,822,18.1
Meal 8268,"Masoor dal,Khichadi,Brown bread(3),Milk (Cow),",254.8,67.1,924,29.8
Meal 8269,"Masoor dal,Khichadi,Paratha(3),Milk (Cow),",272.8,58.1,990,34.9
Meal 8270,"Masoor dal,Khichadi,Milk (Cow),",86.8,28.1,612,16.9
Meal 8271,"Masoor dal,Khichadi,Wheat chapatti(1),Milk (Buffalo),",102.4,32.2,732,19.7
Meal 8272,"Masoor dal,Khichadi,Brown bread(1),Milk (Buffalo),",143.4,42.2,766,23.6
Meal 8273,"Masoor dal,Khichadi,Paratha(1),Milk (Buffalo),",149.4,39.2,788,25.3
Meal 8274,"Masoor dal,Khichadi,Wheat chapatti(2),Milk (Buffalo),",117.4,35.2,802,20.1
Meal 8275,"Masoor dal,Khichadi,Brown bread(2),Milk (Buffalo),",199.4,55.2,870,27.9
Meal 8276,"Masoor dal,Khichadi,Paratha(2),Milk (Buffalo),",211.4,49.2,914,31.3
Meal 8277,"Masoor dal,Khichadi,Wheat chapatti(3),Milk (Buffalo),",132.4,38.2,872,20.5
Meal 8278,"Masoor dal,Khichadi,Brown bread(3),Milk (Buffalo),",255.4,68.2,974,32.2
Meal 8279,"Masoor dal,Khichadi,Paratha(3),Milk (Buffalo),",273.4,59.2,1040,37.3
Meal 8280,"Masoor dal,Khichadi,Milk (Buffalo),",87.4,29.2,662,19.3
Meal 8281,"Masoor dal,Khichadi,Wheat chapatti(1),Yogurt,",100.4,31,675,17.2
Meal 8282,"Masoor dal,Khichadi,Brown bread(1),Yogurt,",141.4,41,709,21.1
Meal 8283,"Masoor dal,Khichadi,Paratha(1),Yogurt,",147.4,38,731,22.8
Meal 8284,"Masoor dal,Khichadi,Wheat chapatti(2),Yogurt,",115.4,34,745,17.6
Meal 8285,"Masoor dal,Khichadi,Brown bread(2),Yogurt,",197.4,54,813,25.4
Meal 8286,"Masoor dal,Khichadi,Paratha(2),Yogurt,",209.4,48,857,28.8
Meal 8287,"Masoor dal,Khichadi,Wheat chapatti(3),Yogurt,",130.4,37,815,18
Meal 8288,"Masoor dal,Khichadi,Brown bread(3),Yogurt,",253.4,67,917,29.7
Meal 8289,"Masoor dal,Khichadi,Paratha(3),Yogurt,",271.4,58,983,34.8
Meal 8290,"Masoor dal,Khichadi,Yogurt,",85.4,28,605,16.8
Meal 8291,"Masoor dal,Khichadi,Wheat chapatti(1),Buttermilk,",97.9,28.7,630,14.3
Meal 8292,"Masoor dal,Khichadi,Brown bread(1),Buttermilk,",138.9,38.7,664,18.2
Meal 8293,"Masoor dal,Khichadi,Paratha(1),Buttermilk,",144.9,35.7,686,19.9
Meal 8294,"Masoor dal,Khichadi,Wheat chapatti(2),Buttermilk,",112.9,31.7,700,14.7
Meal 8295,"Masoor dal,Khichadi,Brown bread(2),Buttermilk,",194.9,51.7,768,22.5
Meal 8296,"Masoor dal,Khichadi,Paratha(2),Buttermilk,",206.9,45.7,812,25.9
Meal 8297,"Masoor dal,Khichadi,Wheat chapatti(3),Buttermilk,",127.9,34.7,770,15.1
Meal 8298,"Masoor dal,Khichadi,Brown bread(3),Buttermilk,",250.9,64.7,872,26.8
Meal 8299,"Masoor dal,Khichadi,Paratha(3),Buttermilk,",268.9,55.7,938,31.9
Meal 8300,"Masoor dal,Khichadi,Buttermilk,",82.9,25.7,560,13.9
Meal 8301,"Masoor dal,Khichadi,Wheat chapatti(1),Paneer (Cow’s milk),",98.6,46.2,880,34
Meal 8302,"Masoor dal,Khichadi,Brown bread(1),Paneer (Cow’s milk),",139.6,56.2,914,37.9
Meal 8303,"Masoor dal,Khichadi,Paratha(1),Paneer (Cow’s milk),",145.6,53.2,936,39.6
Meal 8304,"Masoor dal,Khichadi,Wheat chapatti(2),Paneer (Cow’s milk),",113.6,49.2,950,34.4
Meal 8305,"Masoor dal,Khichadi,Brown bread(2),Paneer (Cow’s milk),",195.6,69.2,1018,42.2
Meal 8306,"Masoor dal,Khichadi,Paratha(2),Paneer (Cow’s milk),",207.6,63.2,1062,45.6
Meal 8307,"Masoor dal,Khichadi,Wheat chapatti(3),Paneer (Cow’s milk),",128.6,52.2,1020,34.8
Meal 8308,"Masoor dal,Khichadi,Brown bread(3),Paneer (Cow’s milk),",251.6,82.2,1122,46.5
Meal 8309,"Masoor dal,Khichadi,Paratha(3),Paneer (Cow’s milk),",269.6,73.2,1188,51.6
Meal 8310,"Masoor dal,Khichadi,Paneer (Cow’s milk),",83.6,43.2,810,33.6
Meal 8311,"Masoor dal,Khichadi,Wheat chapatti(1),Paneer (Buffalo’s milk),",105.3,41.3,907,36.2
Meal 8312,"Masoor dal,Khichadi,Brown bread(1),Paneer (Buffalo’s milk),",146.3,51.3,941,40.1
Meal 8313,"Masoor dal,Khichadi,Paratha(1),Paneer (Buffalo’s milk),",152.3,48.3,963,41.8
Meal 8314,"Masoor dal,Khichadi,Wheat chapatti(2),Paneer (Buffalo’s milk),",120.3,44.3,977,36.6
Meal 8315,"Masoor dal,Khichadi,Brown bread(2),Paneer (Buffalo’s milk),",202.3,64.3,1045,44.4
Meal 8316,"Masoor dal,Khichadi,Paratha(2),Paneer (Buffalo’s milk),",214.3,58.3,1089,47.8
Meal 8317,"Masoor dal,Khichadi,Wheat chapatti(3),Paneer (Buffalo’s milk),",135.3,47.3,1047,37
Meal 8318,"Masoor dal,Khichadi,Brown bread(3),Paneer (Buffalo’s milk),",258.3,77.3,1149,48.7
Meal 8319,"Masoor dal,Khichadi,Paratha(3),Paneer (Buffalo’s milk),",276.3,68.3,1215,53.8
Meal 8320,"Masoor dal,Khichadi,Paneer (Buffalo’s milk),",90.3,38.3,837,35.8
Meal 8321,"Masoor dal,Khichadi,Wheat chapatti(1),Lassi,",100.6,33.6,684,13.7
Meal 8322,"Masoor dal,Khichadi,Brown bread(1),Lassi,",141.6,43.6,718,17.6
Meal 8323,"Masoor dal,Khichadi,Paratha(1),Lassi,",147.6,40.6,740,19.3
Meal 8324,"Masoor dal,Khichadi,Wheat chapatti(2),Lassi,",115.6,36.6,754,14.1
Meal 8325,"Masoor dal,Khichadi,Brown bread(2),Lassi,",197.6,56.6,822,21.9
Meal 8326,"Masoor dal,Khichadi,Paratha(2),Lassi,",209.6,50.6,866,25.3
